company,specific_origin,REF,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin,Blend
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75.0,U.S.A.,2.75,,Dominican Republic,Single origin
Cacao Atlanta,Patanemo,600,2010,75.0,U.S.A.,2.25,,Venezuela,Single origin
Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,"Trinitario, Criollo",Haiti,Single origin
Cacao Barry,Santo Domingo,586,2010,70.0,France,3.0,,Dominican Republic,Single origin
Cacao Barry,Tanzania,300,2008,75.0,France,2.0,,Tanzania,Single origin
Cacao Barry,Venezuela,141,2007,72.0,France,2.0,,Venezuela,Single origin
Cacao Barry,Mexico,147,2007,66.0,France,3.0,,Mexico,Single origin
Cacao de Origen,Chuao,1688,2015,77.0,Venezuela,3.5,Trinitario,Venezuela,Single origin
Cacao de Origen,Rio Caribe,1692,2015,75.0,Venezuela,3.25,Trinitario,Venezuela,Single origin
Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5,,Venezuela,Single origin
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25,,Venezuela,Single origin
Cacao de Origen,"Chuao, Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,Venezuela,Single origin
Cacao de Origen,"Chuao, Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,Venezuela,Single origin
Cacao de Origin,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25,,Venezuela,Single origin
Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75,,Colombia,Single origin
Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75,,Colombia,Single origin
Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75,,Colombia,Single origin
Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5,,Colombia,Single origin
Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,,Colombia,Single origin
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75,,Colombia,Single origin
Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,,Colombia,Single origin
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,U.S.A.,3.5,Trinitario,Honduras,Single origin
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,U.S.A.,3.75,Criollo,Dominican Republic,Single origin
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,U.S.A.,3.0,,Dominican Republic,Single origin
Cacao Prieto,Dominican Republic,641,2011,66.0,U.S.A.,3.75,,Dominican Republic,Single origin
Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,U.S.A.,3.25,,Dominican Republic,Single origin
Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Congo,Single origin
Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,Single origin
Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,,Ecuador,Single origin
Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,,Papua New Guinea,Single origin
Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,Single origin
Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,,Venezuela,Single origin
Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,,Venezuela,Single origin
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,Single origin
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,Single origin
Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,Single origin
Cacao Store,Peru,1684,2015,70.0,Japan,3.25,,Peru,Single origin
Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,Single origin
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,,Peru,Single origin
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Single origin
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Single origin
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Single origin
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador,Single origin
Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,Single origin
Callebaut,Baking,141,2007,70.0,Belgium,1.0,,Ecuador,Single origin
C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,,Cuba,Single origin
C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,,Dominican Republic,Single origin
C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,,Single origin
C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,,Ecuador,Single origin
C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,,Venezuela,Single origin
C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,Sao Tome,Single origin
C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad,Single origin
Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,Venezuela,Single origin
Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75,,Tanzania,Single origin
Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,Venezuela,Single origin
Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0,,Bolivia,Single origin
Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,Brazil,Single origin
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador,Single origin
Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Single origin
Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Single origin
Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Single origin
Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador,Single origin
Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Single origin
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,Single origin
Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,,Papua New Guinea,Single origin
Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,,Guatemala,Single origin
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,,Costa Rica,Single origin
Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,,Costa Rica,Single origin
Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,Single origin
Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,Single origin
Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,Single origin
Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Single origin
Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Single origin
Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,Single origin
Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,Single origin
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,Belize,Single origin
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,Honduras,Single origin
Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",Dominican Republic,Single origin
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5,,Venezuela,Single origin
Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,Single origin
Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,Single origin
Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic,Single origin
Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia,Single origin
Castronovo,Conacado,1101,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic,Single origin
Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,Peru,Single origin
Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25,,Venezuela,Single origin
Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua,Single origin
Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,Peru,Single origin
Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0,,Venezuela,Single origin
Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5,,Ecuador,Single origin
Cello,Peru,1247,2014,70.0,U.S.A.,2.75,,Peru,Single origin
Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75,,Venezuela,Single origin
Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0,,Bolivia,Single origin
Cemoi,Equateur,404,2009,72.0,France,2.75,,Ecuador,Single origin
Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,Single origin
Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25,,Belize,Single origin
Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Single origin
Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Single origin
Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5,,Costa Rica,Single origin
Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,,,Blend
Chocablog,Ecuador,1454,2015,70.0,England,3.25,,Ecuador,Single origin
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,Single origin
Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,Single origin
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,Single origin
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,Single origin
Chocolarder,Peru,1482,2015,65.0,England,2.5,Criollo,Peru,Single origin
Chocolarder,Peru + nibs,1482,2015,65.0,England,2.75,Criollo,Peru,Single origin
Chocolarder,Dominican Republic,1514,2015,80.0,England,2.5,,Dominican Republic,Single origin
Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar,Single origin
Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75,,Venezuela,Single origin
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5,,Peru,Single origin
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,U.S.A.,2.5,,,Blend
Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5,,Bolivia,Single origin
Chocolate Con Amor,Uganda,1760,2016,70.0,U.S.A.,2.75,,Uganda,Single origin
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0,,Dominican Republic,Single origin
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0,,Dominican Republic,Single origin
Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela,Single origin
Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25,,Ecuador,Single origin
Chocolate Con Amor,Nicaragua,1768,2016,80.0,U.S.A.,2.75,,Nicaragua,Single origin
Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75,,Peru,Single origin
Chocolate Makers,Tres Hombres,1530,2015,75.0,Netherlands,3.25,Trinitario,Dominican Republic,Single origin
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Netherlands,3.5,Forastero,Congo,Single origin
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Netherlands,3.75,Criollo,Peru,Single origin
"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru,Single origin
"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,Single origin
"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru,Single origin
"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador,Single origin
"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,Single origin
"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,Single origin
Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,Single origin
ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,Single origin
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,,Mexico,Single origin
Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,Single origin
Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,Single origin
Chocovic,Kendari,439,2009,60.0,Spain,3.25,,,Single origin
Chocovic,Tarakan,439,2009,75.0,Spain,3.25,,,Single origin
Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,Single origin
Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,Single origin
Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,Single origin
Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,,Single origin
Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,Mexico,Single origin
Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,Mexico,Single origin
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,Single origin
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,Single origin
Choklat,Brazilian,377,2009,70.0,Canada,3.0,,Brazil,Single origin
Choklat,Brazilian,377,2009,80.0,Canada,3.0,,Brazil,Single origin
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,Single origin
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,,Martinique,Single origin
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,,Mexico,Single origin
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero (Nacional),Peru,Single origin
Chuao Chocolatier,Choroni,445,2009,61.0,U.S.A.,3.0,Criollo,Venezuela,Single origin
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela,Single origin
Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,"Sao Tome,Principe",Single origin
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,"Sao Tome,Principe",Single origin
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,"Sao Tome,Principe",Single origin
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,"Sao Tome,Principe",Single origin
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5,,Ecuador,Single origin
Coleman & Davis,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar,Single origin
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,,Venezuela,Single origin
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,Single origin
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,,Bolivia,Single origin
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,Single origin
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador,Single origin
Condor,Camino Verde,1630,2015,76.0,U.S.A.,3.5,,Ecuador,Single origin
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam,Single origin
Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador,Single origin
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,Single origin
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,,Ecuador,Single origin
Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,"Sao Tome,Principe",Single origin
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,Single origin
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,Single origin
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,Single origin
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,Single origin
Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad,Single origin
Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,Single origin
Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela,Single origin
Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,Single origin
Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,Single origin
Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela,Single origin
Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela,Single origin
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,Single origin
Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela,Single origin
Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,Single origin
Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,,,Single origin
Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,Single origin
Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,Single origin
Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,Single origin
Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,Single origin
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,Single origin
Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,Single origin
Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,Single origin
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador,Single origin
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador,Single origin
Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,,Australia,Single origin
Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,,Australia,Single origin
Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75,,Dominican Republic,Single origin
Damson,Robson Estate,1610,2015,70.0,England,3.0,Trinitario,Trinidad,Single origin
Damson,Los Rios,1610,2015,70.0,England,3.5,,Ecuador,Single origin
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,England,2.25,,Grenada,Single origin
Damson,O'Payo,1666,2015,70.0,England,2.75,,Nicaragua,Single origin
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,U.S.A.,3.75,,,Single origin
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,Belize,Single origin
Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,Belize,Single origin
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5,,Ecuador,Single origin
Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75,,Liberia,Single origin
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75,,Dominican Republic,Single origin
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75,,Venezuela,Single origin
Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25,,Venezuela,Single origin
Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5,,Venezuela,Single origin
Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5,,Papua New Guinea,Single origin
Dandelion,Upala,805,2012,70.0,U.S.A.,3.0,,Costa Rica,Single origin
Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25,,Colombia,Single origin
Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75,,Dominican Republic,Single origin
Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25,,Dominican Republic,Single origin
Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar,Single origin
Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25,,Tanzania,Single origin
Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,,Guatemala,Single origin
Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,Single origin
Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,,Guatemala,Single origin
Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,Single origin
Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,Single origin
Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,,Guatemala,Single origin
Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,,Guatemala,Single origin
Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,Single origin
Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,Single origin
DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75,,Venezuela,Single origin
DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam,Single origin
DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25,,"Ecuador,Costa Rica",Single origin
Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25,,Bolivia,Single origin
Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,Single origin
Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25,,Venezuela,Single origin
Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0,,Tanzania,Single origin
Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25,,Ecuador,Single origin
Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,Ghana,Single origin
Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75,,Dominican Republic,Single origin
Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75,,Venezuela,Single origin
Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,West Africa,Single origin
De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,,Brazil,Single origin
De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,,Brazil,Single origin
De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,Single origin
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,,Madagascar,Single origin
Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar,Single origin
Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0,,Costa Rica,Single origin
Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0,,Ecuador,Single origin
Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,Ghana,Single origin
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0,,Papua New Guinea,Single origin
Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0,,Peru,Single origin
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,,Papua New Guinea,Single origin
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,,Venezuela,Single origin
Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,,Tanzania,Single origin
DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75,,Bolivia,Single origin
DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica,Single origin
DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5,,Dominican Republic,Single origin
Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75,,Guatemala,Single origin
Dick Taylor,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam,Single origin
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,U.S.A.,3.75,,Bolivia,Single origin
Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5,,Dominican Republic,Single origin
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25,,Ecuador,Single origin
Dick Taylor,Camino Verde,1193,2013,76.0,U.S.A.,3.5,,Ecuador,Single origin
Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75,,Bolivia,Single origin
Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,Belize,Single origin
Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar,Single origin
Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar,Single origin
Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,Venezuela,Single origin
Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0,,Dominican Republic,Single origin
Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25,,Ecuador,Single origin
Doble & Bignall,Puerto Cabello,1688,2015,85.0,England,3.0,,Venezuela,Single origin
Doble & Bignall,"Panama, Raven",1371,2014,72.0,England,3.25,,Panama,Single origin
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,England,3.25,Trinitario,Venezuela,Single origin
Doble & Bignall,Johe,1407,2014,72.0,England,3.5,"Criollo, Trinitario",Nicaragua,Single origin
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75,,Hawaii,Single origin
Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,West Africa,Single origin
Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,,,Single origin
Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,,Ecuador,Single origin
